id,title,content,rating
,Cực kì hài lòng,nhận hàng nhanh. sản phẩm ok,5
,Cực kì hài lòng,"Mua được rẻ, hàng chuẩn, giao hàng nhanh, mỗi tội mất phí ( vì mình quên ko add mã miên phí vận chuyển ) nói chunngf là rất ưng, đã thế còn trả góp 12t nữa chứ, hiiii",5
,Cực kì hài lòng,Sản phẩm đúng như quảng cáo đóng gói đảm bảo,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Iphone nguyên seal, hàng chuẩn giá rẻ hơn ở cửa hàng!",5
,Cực kì hài lòng,Giao đúng hàng,5
,Cực kì hài lòng,Quảng cáo giao nhanh 2h mà đặt 16h lại hiện giao trước 20h. Thơi gian nhận hàng là 19h38,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tikinow giao rất nhanh, hàng chính hãng tự tay bóc seal rất yên tâm",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,tạm thời thấy ổn hi,5
,Cực kì hài lòng,Đóng gói cẩn thận,5
,Cực kì hài lòng,Nguyên seal mới 100%,5
,Cực kì hài lòng,"Đẳng cấp thế giới.

Hàng chính hãng VN/A, màu trắng sữa cực đẹp, cực nhẹ và đẳng cấp.",5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,"Hàng chuẩn, nhưng giao lâu vl, mua 1 sản phẩm Tiki Trading mà đúng 7 ngày mới tới tay :(",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Ship siêu nhanh, đặt 01 ngày đã nhận được rồi. Đợt này mua được tặng củ sạc và được trả góp 12 tháng 0% quá oke luôn!",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,K,5
,Cực kì hài lòng,Mình bị vấn đề ở cổng sạc. Cỏ vẻ không chắc chắn. Thỉnh thoảng đang sạc bị ngắt kết nối.,4
,Hài lòng,Hàng nguyên seal. Giá rẻ hơn các chỗ khác rất nhiều,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"dùng rất tốt, mượt mà, check bảo hành hãng ok",5
,Cực kì hài lòng,iPhone mới nguyên seal. Kiểm tra bảo hành đúng ngày tháng.,5
,Cực kì hài lòng,"Hàng chính hãng nên ko có gì phải phàn nàn. Giá rẻ hơn các chuỗi lớn như TGDD, FPT.",5
,Cực kì hài lòng,"Sản phẩm tuyệt vời, giao nhanh. Bóc seal luôn. Active online",5
,Hài lòng,"Máy đã kích hoạt bảo hành hơn nửa tháng, nhìn bên ngoài cũng ok. Test thì thấy ko lỗi lầm gì điểm trừ là đã kích hoạt bảo hành trước. Nên cho 4 sao thôi",4
,Cực kì hài lòng,"Giao hàng nhanh 
Máy đẹp 
Hàng chính hãng rất là OK",5
,Cực kì hài lòng,"Ok san pham nhu hinh, nguyen sil",5
,Không hài lòng,"Điện thoại chính hãng, xài tốt. Nhưng xin lỗi shop cho 2 sao vì ngày nào em cũng phải nt năn nỉ tiki giao hàng.",2
,Cực kì hài lòng,"Mua 16,3 hôm sau còn 15,7 buồn.",5
,Cực kì hài lòng,"Giao nhanh. Đặt ngày 10, ngày 13 đã giao rùi. Hàng mới 👍",5
,Cực kì hài lòng,"tôi mua máy cho crush, giờ chúng tôi chia tay rồi, máy vẫn dùng tốt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh. Chính hãng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng chính hãng vna, giao nhanh, nguyên seal. Ip 12 có vẻ nhẹ hơn ip11 nha, trải nghiệm mượt nhưng có vẻ pin không bằng ip11",5
,Không hài lòng,"Mua máy có tặng kèm sạc anker nhưng lúc nhận máy không có sạc anker, đơn hàng anker tự huỷ, không có shipper gọi",2
,Hài lòng,5 sao là cờ TQ nên e xin phép để 4 sao. Sản phẩm giao nhanh và sử dụng tốt. Giá cả hợp lý. Nên mua các bác nhé ?,4
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao nhanh, điện thoại rất đẹp. Mua đợt giảm giá nên càng thích hơn",5
,Cực kì hài lòng,Chuẩn chưa bao giờ thất vọng với tiki,5
,Hài lòng,"Safari của máy dính toàn chữ tàu là sao nhỉ? Đã cài đặt, kiểm tra các kiểu rôi. Nhìn cứ bị ức chế",4
,Cực kì hài lòng,Rất tốt hài lonf,5
,Hài lòng,"Sản phẩm tốt, giao nhanh",4
,Cực kì hài lòng,Đóng gói cẩn thận lần đầu mua onl nên cũng hơi run 😂,5
,Cực kì hài lòng,vừa bóc hộp nhìn thấy đẹp. Chưa biết xử dụng ntn nhưng vẫn cho 5 sao,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tốt, nhanh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đóng gói rất kĩ, shipper mưa vẫn giaooo",5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Rất hài lòng về sản phẩm, đóng gói cẩn thận và giao hàng nhanh!",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hài lòng về sản phẩm,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sao em không thấy hoá đơn ạ?,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy tốt, giao hàng rất nhanh",5
,Cực kì hài lòng,good !,5
,Cực kì hài lòng,"Hàng giao nhanh chóng, đóng bọc rất cẩn thận",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"đóng gói cẩn thận, hàng nhận dc ok nguyên vẹn",5
,"Giao hàng nhanh, đóng gói cẩn thận","Giao hàng nhanh, đóng gói cẩn thận. Shiper chủ động khui hộp cho kiểm tra hàng đầy đủ khi nhận. Máy chạy tốt, đẹp và đúng hàng chính hãng VNA",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng hơi chậm,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng cam kết",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"No word to say 
Amazing",5
,Cực kì hài lòng,Mua hàng điện tử nhiều lần trên Tiki rồi. Vẫn chưa thấy vọng,5
,Cực kì hài lòng,"Hàng đẹp, giao nhanh.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"giao hàng nhanh, đóng gói cẩn thận dù phải về tỉnh xa",5
,Cực kì hài lòng,"Bọc cẩn thận, giao hàng nhanh, nguyên seal của Apple thêm cẢ seal Tiki. Kèm sạc như mô tả. Tôi thấy hài lòng",5
,Không hài lòng,Mình vừa nhận máy. Nhưng cài đặt từ sáng đến giờ bị như này thì xử lý ntn ạ? K tắt nguồn được luôn,2
,Cực kì hài lòng,ok tuyệt đối 👌ngon lành,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"tốt, giao nhanh, tự activate , check trên web, hàng chuẩn",5
,Hài lòng,nhận hàng nhanh. nghe mọi người nói được tặng cục xạc mình cũng tưởng có mà ko thấy. giờ kích hoạt xong hết pin.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng giá tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng đẹp, chuẩn, nguyên seal của Apple lẫn seal của tiki. Kèm cốc sạc 400k. Giao hàng nhanh gọn. Hài lòng.",5
,Cực kì hài lòng,chưa phát sinh vấn đề nào,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chất lượng tốt cả việc giao hàng lẫn mặt hàng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, sản phẩm chính hãng chất lượng",5
,Cực kì hài lòng,"giao cực nhanh,giá tốt",5
,Cực kì hài lòng,Hàng chính hãng ok,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm ok đúng như mô tả.,5
,Cực kì hài lòng,"Giao hàng nhanh, máy mới chưa kích hoạt đúng mã vna, đc giảm 2tr thẻ hsbc còn 22tr mua chính hãng quá rẻ",5
,Cực kì hài lòng,Sp tot,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,Giao nhanh sp dùng tốt,5
,Cực kì hài lòng,Hàng chuẩn,5
,Hài lòng,,4
,Cực kì hài lòng,"Hàng chính hãng, nguyên seal, không có gì phải phàn nàn.",5
,Cực kì hài lòng,"Xài tốt, màn hình đẹp hơn 11 pro, pin cũng ổn không tệ lắm, sạc nhanh hơn đời trước. Được Tiki tặng cho cục sạc Anker rất nhỏ gọn.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Giao hàng ok,5
,Cực kì hài lòng,Mua ở Tiki nên an tâm chất lượng hoàn toàn. Rate 5 sao vì Ship quá nhanh dù mùa dịch.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Xinh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Màu thích, tuy giao hàng hơi chậm nhưng giá rẻ nhất ?",5
,Cực kì hài lòng,Toẹt,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Tiki Giao hàng chuẩn, bọc kĩ càng",5
,Không hài lòng,"Điện thoại vừa mua lúc trưa, set up ban đầu mất hơn 4 tiếng ở tình trạng treo và xoay vòng ntn",2
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,Giao hàng nhanh. Hàng nhập khẩu chính hãng. Hàng nguyên seal.,5
,Cực kì hài lòng,"Giao nhanh
Tem rõ ràng
Sản phẩm văn chính hãng, chất lượng",5
,Cực kì hài lòng,"Đóng gói an toàn, sản phẩm mới. Chất lượng tốt, chụp hình đẹp, pin đủ sử dụng.",5
,Cực kì hài lòng,Good product,5
,Rất không hài lòng,1 sao cho chất lượng phục vụ. Đặt hàng từ 10/11 nhưng lại giao hành sau người đặt từ 28/11,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giá tốt. Máy chính hãng VNA,5
,Cực kì hài lòng,IP thì khỏi chê rồi. Mua lúc sale 8/8 nên giá rất tốt (18.2tr).,5
,Cực kì hài lòng,dùng thích,5
,Cực kì hài lòng,"Hàng nguyên tem, giá tốt",5
,Hài lòng,"Giao quá nhanh, sản phẩm chính hãng",4
,Cực kì hài lòng,"tất cả mọi thứ đều 5*: chất lượng Ip khỏi bàn, nv giao hàng dễ thương, tg nhanh chóng",5
,Cực kì hài lòng,hàng chính hãng fullbox nguyên seal chất lượng như mô tả,5
,Cực kì hài lòng,Giao nhanh,5
,Cực kì hài lòng,"đt tốt, đóng gói giao cẩn thận",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,may nhu mô tả,5
,Cực kì hài lòng,"Hàng chính hãng, giao nhận có đồng kiểm, rất yên tâm khi mua ở tiki",5
,Cực kì hài lòng,"Hàng giao nhanh, chuẩn.",5
,Cực kì hài lòng,giá tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok ok ok nha nha nha,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"khe hở màn hoàn thiện chưa tốt lắm, vài góc vẫn hở đủ một tờ tiền. Ko biết có ảnh hưởng gì tới chống nước ko",5
,Cực kì hài lòng,Giao nhanh sản phẩm chính hãng. Giá rẻ hơn thị trường bên ngoài.,5
,Cực kì hài lòng,"Hàng giao nhanh, đóng gói cẩn thận, nguyên seal",5
,Cực kì hài lòng,"Đã nhận sp, như quảng cáo, k biết sau sử dụng tốt k",5
,Cực kì hài lòng,"Sản phẩm nguyên seal, đóng giói cẩn thận",5
,Cực kì hài lòng,"Rất hài lòng, máy đẹp và nguyên seal ??? hàng mới 100% chưa activated, luôn hài lòng với TikiTrading",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,K,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,"Giao hàng nhanh, hàng chuẩn vna",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Mua iphone lần 2 ở tiki rồi rất hài lòng giao siêu nhanh hàng chuẩn ?,5
,Cực kì hài lòng,Giao hàng nhanh. Hàng chuẩn chính hãng. Tiki hỗ trợ nhiệt tình,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm đẹp,5
,Cực kì hài lòng,"Giao hàng nhanh chóng
Sp hiện tại đang xài tốt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Dùng ok lắm,5
,Hài lòng,"Máy đẹp, nguyên seal. Dùng rất ổn",4
,Cực kì hài lòng,Giao hàng cực nhanh luôn ạ. đóng gói cẩn thận và hàng vẫn nguyên seal. mình rất thích cách phục vụ của tiki,5
,Cực kì hài lòng,hàng đẹp... chất lượng,5
,Cực kì hài lòng,Chuẩn,5
,Cực kì hài lòng,"điện thoại giao nhanh, nhân viên giao tận nơi, đóng gói kỹ",5
,Cực kì hài lòng,"hàng chuẩn, giá tốt.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,hành chúnh hãng sao kich hoạt rồi check bảo hành k ra . shop cho hỏi đổi hàng được k,1
,Cực kì hài lòng,"Sản phẩm nguyên seal, chưa active và đóng gói cẩn thận. Ship hàng đúng giờ",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Xịn xò nha,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm đóng gói cẩn thận.dùng rất ok,5
,Cực kì hài lòng,"Nguyên seal, đóng gói cẩn thận, giao nhanh",5
,Cực kì hài lòng,"Giao hàng nhanh, đúng màu 👍",5
,Cực kì hài lòng,"Hàng chính hãng, giao nhanh, nguyên seal. Good!",5
,Cực kì hài lòng,Rất hài lòng,5
,Cực kì hài lòng,Ok,5
,Hài lòng,iPhone 12 màu xanh. Camera chụp đêm cải thiện. Hỗ trợ 5G. Tuy nhiên giao hàng chậm 2 ngày.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tiki giao hàng nhanh, đóng gói chắc chăn, hàng nguyên zin. Oke",5
,Cực kì hài lòng,giá tốt hàng ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Xài tới giờ khoảng mấy tháng rồi. Thấy tốt á,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Máy chính hãng,5
,Cực kì hài lòng,"Hàng chuẩn, quá tuyệt vời",5
,Cực kì hài lòng,"Giao hàng nhanh, điện thoại chính hãng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,"Hàng xịn chính hãng, hy vọng dùng đc lâu dài :))",5
,Cực kì hài lòng,Sản phẩm moi nguyên hộp. Cần thời gian sử dụng thì đánh giá tiếp,5
,Cực kì hài lòng,"đúng náy chính hãng vna, giao hàng nhanh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,OK Rất đẹp!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tốt giao nhanh, gói cẩn thận.",5
,Cực kì hài lòng,Gud,5
,Cực kì hài lòng,"Đóng gói chưa chắc chắn lắm, nguyên seal",5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng nguyên seal.  ổn áp nha,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Mọi thứ đều ổn và tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"KHÔNG NÊN MUA HÀNG CỦA TIKI, 
BẢO HÀNH RẤT TỆ
XỬ LÝ KO THOẢ ĐÁNG
RỒI NG CHỊU THIỆT VẪN LÀ KH",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Mua từ tháng 5 tới giờ pin vẫn 100%. 5 sao,5
,Cực kì hài lòng,Hàng đúng mô tả,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng chất lượng, đóng gói ok, giá khá tốt.",5
,Cực kì hài lòng,"Giao hàng nhanh, máy nguyên hộp tự tay",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ngon,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng đã nhận. Rất ok. Tuy nhiên sử dụng dv giao 2h nhưng lố thời gian nhiều,5
,Cực kì hài lòng,"Chuẩn 5 sao, nhanh gọn",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao trong 1h, Sp tốt chưa active",5
,Hài lòng,,4
,Cực kì hài lòng,"VN/A ngon lành, hoá đơn đt show imel, good!",5
,Cực kì hài lòng,Sản phẩm tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, hàng chuẩn.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tiki tranding giao hàng nhanh, nguyên seal",5
,Cực kì hài lòng,good,5
,Cực kì hài lòng,"So chưa kích hoạt, nguyên seal, đong gói tốt",5
,Cực kì hài lòng,bán số tài khoản đẹp mbbank anh em cần liên hệ zalo ***,5
,Cực kì hài lòng,"Mới mua đc 3 ngày, sử dụng thấy hài lòng. Mua đến 4 cái điện thoại trên tiki đều rất ổn và giá ưu đãi",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,màu trắng rất đẹp và không bám dấu tay,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"hàng chính hãng, giao nhanh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,An tâm chất lượng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh 2h shipper có tâm hỗ trợ đồng kiểm; hàng thì trải nghiêm rồi review sau nhé. Cảm ơn tiki,5
,Cực kì hài lòng,rat ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao nhanh chỉ trong 2h. Máy nguyên seal rất an tâm khi mua tại Tiki.
Đây là chiếc ip t2 mình mua ở tiki rồi",5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,Sản phẩm đáng đồng tiền,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm chính hãng, giao nhanh trong mùa dịch",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,hàng chính hãng,5
,Cực kì hài lòng,"Đẹp, hàng chính hãng.",5
,Cực kì hài lòng,Oki,5
,Cực kì hài lòng,Hàng tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Điện thoại đẹp, chính hãng, đóng gói chắc chắn, giao hàng rất nhanh.",5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,Đẹp,5
,Cực kì hài lòng,giao hàng trong 3h. Chất lượng tốt,5
,Cực kì hài lòng,"Giao hàng nhanh
Đt đẹp sịnh",5
,Cực kì hài lòng,"Hàng chính hãng FPT, thêm cục sạc chất lượng. Giao nhanh. Vote 5 sao.",5
,Cực kì hài lòng,Hàng tốt xài ổn,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm chính hãng.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,đặt lúc 7 rưỡi sáng mà 9h sáng đã có hàng rồi. tuyệt,5
,Cực kì hài lòng,Hàng đúng mô tả. Giáo hàng khá nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tiki hỗ trợ đổi sp mới khi khui ra bị trầy. Tiki làm việc rất tốt. mình rất thích,5
,Cực kì hài lòng,Điện thoại sử dụng tốt. K bị vấn đề gì,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng đẹp, nguyên seal.",5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,"Hàng chuẩn, đóng gói xịn.",5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,Rất tốt,5
,Cực kì hài lòng,,5
,Hài lòng,giao nhanh,4
,Cực kì hài lòng,,5
,Tốt,"Giao hàng nhanh, nguyên seal, dùng ổn ạ.chuyển dữ liệu từ ip qua ip cực nhanh. hihi",5
,Cực kì hài lòng,Dùng được,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Sản phẩm chính hãng, TiKi giao hàng quá nhanh. Rất hài lòng.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Rất hài lòng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chính hãng và giao nhanh,5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,đúng hàng,5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao trễ hơn 1h nhưng ôn hang chính hãng,5
,Cực kì hài lòng,Good,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Gud,5
,Cực kì hài lòng,"Hàng chất lượng, đúng chính hãng, giá tốt.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đẹp, xài tốt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy nguyên seal, hoạt động tốt, đã sử dụng hơn 1 tháng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,reasonable price,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sp đang rất ổn,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chất lượng bàn giao tốt,5
,Cực kì hài lòng,Rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chuẩn nguyên seal. Tiki giao hàng nhanh trong 2 tiếng.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh hàng nguyên seal,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm chất lượng đúng màu,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,Điện thoại xài ổn. Màu đẹp. Tiki giao hàng nhanh,5
,Cực kì hài lòng,Giá tốt. Giao hàng nhanh khu vực Hà Nội.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,"Tiki now giao nhanh, hàng chính hãng VN đẹp và chuẩn.",5
,Hài lòng,"Hàng apple chuẩn. Màn hơi ám vàng chút, nhưng vẫn có cách sử lya đc, nhìn chung gài long",4
,Cực kì hài lòng,"giao hàng nhanh, hàng nguyên seal",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Giao nhanh và hàng nhận được chuẩn,Giao nhanh và nhận được hàng chuẩn chính hãng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Điện thoại chính hãng, nguyên seal!
Tiki bọc hàng kỹ, chắc chắn, yên tâm!",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hài lòng với Sp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng đóng gói rất tốt. Chính hãng vna,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Bình thường,"Điện thoại rất đẹp và mượt mà.
Đánh giá 3* vì vừa mua xong thì tiki giảm 1tr5 :(",3
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao nhanh, hàng ổn, k có gì để phàn nàn, giá kèm km còn rẻ hơn các cửa hàng khác ?",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,OK,"Hàng chính hãng VN/A. Sản phẩm OK, canh sale 12/12 nên được giảm giá thêm, quá ngon",5
,Hài lòng,,4
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Cũng ưng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tuyệt vời!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh. Chuẩn. Máy đúng loại chọn,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng giao nhanh. Chính hãng Việt Nam! Giá ổn.,5
,Cực kì hài lòng,Giao hàng quá nhanh. Tiki vẫn ngon như ngày nào.,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng siêu nhanh. Mã Việt Nam chính hãng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao nhanh, nguyên seal, xài ok",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Quá đẹp. Đúng màu và style mình thích,5
,Hài lòng,,4
,Cực kì hài lòng,Ngon ạ,5
,Cực kì hài lòng,Sản phẩm tốt,5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,"Giao hàng nhanh
Hàng chính hãng VNA",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,giao hàng nhanh. đóng gói cẩn thận,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Bình thường,Ngoại quan máy hở viền nhẹ.,3
,Cực kì hài lòng,"Gio hàng nhanh, đóng gói cẩn thận. Hàng chính hãng VN/A kèm theo quà tặng.",5
,Cực kì hài lòng,Đẹp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chính hãng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt. Giao hàng nhanh.,5
,Cực kì hài lòng,,5
